"uri","height","weight"
"http://dbpedia.org/resource/Murciélago_Velázquez","170.0","75.0"
"http://dbpedia.org/resource/Murder_Clown","196.0","131.0"
"http://dbpedia.org/resource/Musa_Murtazaliev","176.0","86.0"
"http://dbpedia.org/resource/Mustafa_Ali","177.8","82.5552"
"http://dbpedia.org/resource/Mustafa_Saed","193.04","120.204"
"http://dbpedia.org/resource/Wardlow_(wrestler)","190.5","121.1112"
"http://dbpedia.org/resource/Wataru_Inoue","180.0","94.0"
"http://dbpedia.org/resource/Wataru_Sakata","175.0","88.0"
"http://dbpedia.org/resource/Wayne_Bloom","193.04","120.6576"
"http://dbpedia.org/resource/Wayne_Munn","198.12","104.328"
"http://dbpedia.org/resource/Wendi_Richter","172.72","63.504"
"http://dbpedia.org/resource/Wes_Brisco","177.8","102.06"
"http://dbpedia.org/resource/Wes_Lee","170.18","86.184"
"http://dbpedia.org/resource/Wesley_Blake","185.42","108.864"
"http://dbpedia.org/resource/Wesna","177.8","64.8648"
"http://dbpedia.org/resource/Wheeler_Yuta","182.88","86.6376"
"http://dbpedia.org/resource/Wifebeater_(wrestler)","193.04","110.6784"
"http://dbpedia.org/resource/Wilbur_Snyder","187.96","106.596"
"http://dbpedia.org/resource/Wilfried_Dietrich","184.0","118.0"
"http://dbpedia.org/resource/Will_Ferrara","175.26","80.7408"
"http://dbpedia.org/resource/Will_Ospreay","185.0","105.0"
"http://dbpedia.org/resource/Elman_Mukhtarov","163.0","67.0"
"http://dbpedia.org/resource/Ember_Moon","157.48000000000002","54.432"
"http://dbpedia.org/resource/Emi_Sakura","156.0","68.0"
"http://dbpedia.org/resource/Emiko_Kado","165.0","61.0"
"http://dbpedia.org/resource/Emil_Naucke","170.0","235.0"
"http://dbpedia.org/resource/Emil_Sitoci","185.42","93.8952"
"http://dbpedia.org/resource/Emile_Czaja","182.88","201.3984"
"http://dbpedia.org/resource/Emile_Duprée","182.88","102.06"
"http://dbpedia.org/resource/Emilio_Charles_Jr.","175.0","89.0"
"http://dbpedia.org/resource/Emmanuel_Yarbrough","203.2","319.3"
"http://dbpedia.org/resource/Emory_Hale","205.74","158.76"
"http://dbpedia.org/resource/Enrico_Porro","165.0","65.0"
"http://dbpedia.org/resource/Enrique_Llanes","173.0","93.0"
"http://dbpedia.org/resource/Enyu_Valchev","170.0","67.0"
"http://dbpedia.org/resource/Enzo_Amore","180.34","90.72"
"http://dbpedia.org/resource/Ephesto","177.0","95.0"
"http://dbpedia.org/resource/Epico_Colón","182.88","104.328"
"http://dbpedia.org/resource/Eric_Angle","185.42","111.132"
"http://dbpedia.org/resource/Eric_Bischoff","177.8","88.452"
"http://dbpedia.org/resource/Eric_Bugenhagen","185.0","125.0"
"http://dbpedia.org/resource/Eric_Embry","177.8","101.6064"
"http://dbpedia.org/resource/Eric_Pérez","190.5","113.4"
"http://dbpedia.org/resource/Eric_Young_(wrestler)","180.34","105.2352"
"http://dbpedia.org/resource/Erica_Wiebe","175.0","76.0"
"http://dbpedia.org/resource/Erick_Stevens","182.88","112.4928"
"http://dbpedia.org/resource/Erik_(wrestler)","185.42","112.0392"
"http://dbpedia.org/resource/Erin_Marshall","149.86","58.0608"
"http://dbpedia.org/resource/Ernest_Miller","187.96","106.596"
"http://dbpedia.org/resource/Ernest_Roeber","170.18","84.3696"
"http://dbpedia.org/resource/Ernie_Roth","170.18","58.968"
"http://dbpedia.org/resource/Erwin_Caraballo","185.0","96.0"
"http://dbpedia.org/resource/Esfinge","176.0","86.0"
"http://dbpedia.org/resource/Espantito","160.0","65.0"
"http://dbpedia.org/resource/Espanto_II","164.0","97.0"
"http://dbpedia.org/resource/Espanto_Jr.","171.0","80.0"
"http://dbpedia.org/resource/Espanto_Jr._(CMLL)","173.0","90.0"
"http://dbpedia.org/resource/Espectrito","145.0","65.0"
"http://dbpedia.org/resource/Espíritu_Negro","172.0","87.0"
"http://dbpedia.org/resource/Estera_Dobre","159.0","48.0"
"http://dbpedia.org/resource/Esther_Moreno","153.0","59.0"
"http://dbpedia.org/resource/Estrella_Blanca","163.0","65.0"
"http://dbpedia.org/resource/Estrellita_(wrestler)","165.0","58.0"
"http://dbpedia.org/resource/Eterno_(wrestler)","173.0","90.0"
"http://dbpedia.org/resource/Ethan_Carter_III","187.96","111.5856"
"http://dbpedia.org/resource/Ethan_Page","187.96","102.06"
"http://dbpedia.org/resource/Ethel_Johnson_(wrestler)","165.1","52.164"
"http://dbpedia.org/resource/Etsuko_Mita","172.72","74.844"
"http://dbpedia.org/resource/Euforia_(wrestler)","186.0","97.0"
"http://dbpedia.org/resource/Eugene_(wrestler)","185.42","102.5136"
"http://dbpedia.org/resource/Eusebiu_Diaconu","168.0","60.0"
"http://dbpedia.org/resource/Evan_Karagias","170.18","100.2456"
"http://dbpedia.org/resource/Evan_Lewis_(wrestler)","175.26","81.648"
"http://dbpedia.org/resource/Evan_MacDonald","168.0","66.0"
"http://dbpedia.org/resource/Evan_Markopoulos","187.96","92.988"
"http://dbpedia.org/resource/Eve_Torres","152.4","59.4216"
"http://dbpedia.org/resource/Hans_Mortier","195.57999999999998","124.74"
"http://dbpedia.org/resource/Hard_Boiled_Haggerty","185.42","129.276"
"http://dbpedia.org/resource/Persia_Pirotta","180.34","84.8232"
"http://dbpedia.org/resource/Sam_Fatu__Sam_Fatu__1","190.5","102.06"
"http://dbpedia.org/resource/Tsuneharu_Sugiyama__Tsuneharu_Sugiyama__1","177.8","124.74"
"http://dbpedia.org/resource/Air_Paris","185.42","83.916"
"http://dbpedia.org/resource/Aisuluu_Tynybekova","170.0","63.0"
"http://dbpedia.org/resource/Aja_Kong","165.0","103.0"
"http://dbpedia.org/resource/Akam_(wrestler)","190.5","131.544"
"http://dbpedia.org/resource/Akane_Fujita_(wrestler)","164.0","63.0"
"http://dbpedia.org/resource/Akio_Sato_(wrestler)","175.0","100.0"
"http://dbpedia.org/resource/Akira_Hokuto","168.0","60.0"
"http://dbpedia.org/resource/Akira_Maeda","191.0","102.0"
"http://dbpedia.org/resource/Akira_Nogami","180.0","90.0"
"http://dbpedia.org/resource/Akira_Raijin","182.88","104.7816"
"http://dbpedia.org/resource/Akira_Taue","192.0","120.0"
"http://dbpedia.org/resource/Akira_Tozawa","170.18","70.7616"
"http://dbpedia.org/resource/Akito_(wrestler)","175.0","84.0"
"http://dbpedia.org/resource/Akitoshi_Saito","178.0","105.0"
"http://dbpedia.org/resource/Akiya_Anzawa","175.0","88.0"
"http://dbpedia.org/resource/Akram_Pahalwan","177.8","99.792"
"http://dbpedia.org/resource/Aksana_(wrestler)","167.64000000000001","58.968"
"http://dbpedia.org/resource/Akuma_(luchador)","177.0","88.0"
"http://dbpedia.org/resource/Al_Costello","175.26","106.596"
"http://dbpedia.org/resource/Al_Green_(wrestler)","193.04","127.008"
"http://dbpedia.org/resource/Al_Hobman","185.0","110.0"
"http://dbpedia.org/resource/Al_Katrazz","190.5","108.864"
"http://dbpedia.org/resource/Al_Madril","185.42","104.7816"
"http://dbpedia.org/resource/Al_Oeming","152.4","104.328"
"http://dbpedia.org/resource/Al_Perez","185.42","111.132"
"http://dbpedia.org/resource/Al_Snow","185.42","106.596"
"http://dbpedia.org/resource/Alain_Milián","169.0","66.0"
"http://dbpedia.org/resource/Alan_Karaev","200.66","182.8008"
"http://dbpedia.org/resource/Alan_Stone_(wrestler)","175.0","88.0"
"http://dbpedia.org/resource/Alberto_Del_Rio","195.57999999999998","108.4104"
"http://dbpedia.org/resource/Alberto_Muñoz","172.0","82.0"
"http://dbpedia.org/resource/Alejandro_Saez","185.42","88.452"
"http://dbpedia.org/resource/Aleksandar_Jovančević","179.0","92.0"
"http://dbpedia.org/resource/Aleksandar_Kostadinov","160.0","55.0"
"http://dbpedia.org/resource/Aleksandr_Karelin","190.5","129.276"
"http://dbpedia.org/resource/Aleksandr_Kolchinsky","193.0","115.0"
"http://dbpedia.org/resource/Aleksandr_Medved","190.0","102.0"
"http://dbpedia.org/resource/Alena_Filipava","158.0","55.0"
"http://dbpedia.org/resource/Alex_Kane","180.34","107.9568"
"http://dbpedia.org/resource/Alex_Koslov","175.26","86.184"
"http://dbpedia.org/resource/Alex_Lee_(wrestler)","165.0","65.0"
"http://dbpedia.org/resource/Alex_Pourteau","180.34","102.9672"
"http://dbpedia.org/resource/Alex_Riley","190.5","107.0496"
"http://dbpedia.org/resource/Alex_Shane","182.88","127.008"
"http://dbpedia.org/resource/Alex_Shelley","177.8","97.524"
"http://dbpedia.org/resource/Alex_Silva_(wrestler)","182.88","90.72"
"http://dbpedia.org/resource/Alex_Wright","193.04","102.06"
"http://dbpedia.org/resource/Alexa_Bliss","154.94","46.2672"
"http://dbpedia.org/resource/Alexander_Hammerstone","193.04","113.8536"
"http://dbpedia.org/resource/Alexander_Wolfe_(wrestler)","185.42","111.132"
"http://dbpedia.org/resource/Alexander_Yakovlev_(fighter)","190.5","77.112"
"http://dbpedia.org/resource/Alexis_Smirnoff","190.5","115.668"
"http://dbpedia.org/resource/Alfonso_Dantés","152.4","95.256"
"http://dbpedia.org/resource/Ali_Aliyev_(wrestler)","154.0","52.0"
"http://dbpedia.org/resource/Ali_Mohammadi_(wrestler)","170.0","66.0"
"http://dbpedia.org/resource/Ali_Nadhim","190.0","120.0"
"http://dbpedia.org/resource/Alicia_Webb","167.64000000000001","47.628"
"http://dbpedia.org/resource/Alin_Alexuc-Ciurariu","191.0","96.0"
"http://dbpedia.org/resource/Alireza_Karimi","175.0","89.8128"
"http://dbpedia.org/resource/Alisha_Edwards","152.4","53.9784"
"http://dbpedia.org/resource/Aliyah_(wrestler)","160.02","50.8032"
"http://dbpedia.org/resource/Allan_Funk","177.8","99.792"
"http://dbpedia.org/resource/Allan_Pinfold","187.96","111.132"
"http://dbpedia.org/resource/Ashraf_Aliyev","175.26","74.0"
"http://dbpedia.org/resource/Ashraf_El-Gharably","165.0","60.0"
"http://dbpedia.org/resource/Ashura_Hara","183.0","92.0"
"http://dbpedia.org/resource/Askhat_Dilmukhamedov","176.0","74.0"
"http://dbpedia.org/resource/Aslam_Pahalwan","193.04","136.08"
"http://dbpedia.org/resource/Asset_Imanbayev","160.0","55.0"
"http://dbpedia.org/resource/Astral_(wrestler)","160.0","75.0"
"http://dbpedia.org/resource/Atakan_Yüksel","172.0","66.0"
"http://dbpedia.org/resource/Atlantis_(wrestler)","173.0","82.0"
"http://dbpedia.org/resource/Atlantis_Jr.","182.0","87.0"
"http://dbpedia.org/resource/Atsushi_Aoki","170.0","82.0"
"http://dbpedia.org/resource/Atsushi_Kotoge","177.0","91.0"
"http://dbpedia.org/resource/Atsushi_Onita","181.0","99.0"
"http://dbpedia.org/resource/Attila_Bátky","180.0","84.0"
"http://dbpedia.org/resource/Audrey_Marie","165.1","54.432"
"http://dbpedia.org/resource/Augusto_Midana","167.0","74.0"
"http://dbpedia.org/resource/Austin_Aries","175.26","91.6272"
"http://dbpedia.org/resource/Austin_Gunn","180.34","97.524"
"http://dbpedia.org/resource/Austin_Idol","187.96","109.7712"
"http://dbpedia.org/resource/Austin_Theory","185.42","99.792"
"http://dbpedia.org/resource/Australian_Suicide_(wrestler)","165.0","70.0"
"http://dbpedia.org/resource/Averno_(wrestler)","175.0","79.0"
"http://dbpedia.org/resource/Awesome_Kong","180.34","123.3792"
"http://dbpedia.org/resource/Ax_(wrestler)","190.5","131.9976"
"http://dbpedia.org/resource/Axl_Rotten","187.96","125.6472"
"http://dbpedia.org/resource/Ayako_Hamada","162.0","65.0"
"http://dbpedia.org/resource/Ayame_Sasamura","154.0","64.0"
"http://dbpedia.org/resource/Ayesha_Raymond","182.88","83.0088"
"http://dbpedia.org/resource/Ayhan_Karakuş","166.0","55.0"
"http://dbpedia.org/resource/Ayumi_Kurihara","164.0","57.0"
"http://dbpedia.org/resource/Azumi_Hyuga","168.0","56.0"
"http://dbpedia.org/resource/B-Boy_(wrestler)","177.8","90.72"
"http://dbpedia.org/resource/B.J._Whitmer","185.42","106.596"
"http://dbpedia.org/resource/B._Brian_Blair","185.42","106.596"
"http://dbpedia.org/resource/BJ_(wrestler)","180.34","99.792"
"http://dbpedia.org/resource/BLK_Jeez","170.18","79.38"
"http://dbpedia.org/resource/BT_Gunn","180.34","87.9984"
"http://dbpedia.org/resource/Babi_Slymm","187.96","129.7296"
"http://dbpedia.org/resource/Baby_Doll_(wrestler)","177.8","86.184"
"http://dbpedia.org/resource/Bad_Bones","180.34","103.8744"
"http://dbpedia.org/resource/Bad_Luck_Fale","193.0","156.0"
"http://dbpedia.org/resource/Bad_Nurse_Nakamura","160.0","62.0"
"http://dbpedia.org/resource/Badri_Khasaia","180.0","84.0"
"http://dbpedia.org/resource/Badshah_Khan_(wrestler)","187.96","105.0"
"http://dbpedia.org/resource/Disturbio","168.0","85.0"
"http://dbpedia.org/resource/Dmitry_Debelka","190.0","130.0"
"http://dbpedia.org/resource/Doc_Gallows","200.66","131.544"
"http://dbpedia.org/resource/Doctor_X_(wrestler)","173.0","80.0"
"http://dbpedia.org/resource/Dolph_Ziggler","182.88","98.8848"
"http://dbpedia.org/resource/Dominic_DeNucci","190.5","111.132"
"http://dbpedia.org/resource/Dominik_Mysterio","185.42","90.72"
"http://dbpedia.org/resource/Don_Bass_(wrestler)","182.88","133.812"
"http://dbpedia.org/resource/Don_Callis","187.96","81.648"
"http://dbpedia.org/resource/Don_Curtis","185.42","86.184"
"http://dbpedia.org/resource/Don_Fargo","182.88","114.7608"
"http://dbpedia.org/resource/Don_Fujii","175.0","100.0"
"http://dbpedia.org/resource/Don_Kent_(wrestler)","177.8","113.4"
"http://dbpedia.org/resource/Don_Kernodle","185.42","131.544"
"http://dbpedia.org/resource/Don_Muraco","190.5","124.74"
"http://dbpedia.org/resource/Don_West_(wrestling)","175.26","127.4616"
"http://dbpedia.org/resource/Donovan_Morgan","177.8","102.06"
"http://dbpedia.org/resource/Dorothy_Yeats","164.0","69.0"
"http://dbpedia.org/resource/Dory_Dixon","175.0","95.0"
"http://dbpedia.org/resource/Dory_Funk","182.88","112.9464"
"http://dbpedia.org/resource/Dos_Caras","178.0","96.0"
"http://dbpedia.org/resource/Doug_Basham","187.96","111.132"
"http://dbpedia.org/resource/Doug_Flex","187.96","124.74"
"http://dbpedia.org/resource/Doug_Furnas","177.8","110.2248"
"http://dbpedia.org/resource/Doug_Gilbert","182.88","108.864"
"http://dbpedia.org/resource/Doug_Somers","190.5","111.132"
"http://dbpedia.org/resource/Doug_Stahl","198.12","147.42"
"http://dbpedia.org/resource/Doug_Williams_(wrestler)","180.34","108.864"
"http://dbpedia.org/resource/Dr._Bill_Miller","198.12","131.544"
"http://dbpedia.org/resource/Dr._Cerebro","173.0","91.0"
"http://dbpedia.org/resource/Dr._Heresy","182.88","101.6064"
"http://dbpedia.org/resource/Dr._Jerry_Graham","177.8","111.132"
"http://dbpedia.org/resource/Dr._Luther","185.42","115.668"
"http://dbpedia.org/resource/Dr._Wagner","174.0","94.0"
"http://dbpedia.org/resource/Dr._Wagner_Jr.","177.0","98.0"
"http://dbpedia.org/resource/Drago_(wrestler)","174.0","79.0"
"http://dbpedia.org/resource/Dragon_Kid","163.0","70.0"
"http://dbpedia.org/resource/Dragon_Lee_(wrestler)","171.0","75.0"
"http://dbpedia.org/resource/Dragón_Rojo_Jr.","180.0","85.0"
"http://dbpedia.org/resource/Drake_Maverick","162.56","63.504"
"http://dbpedia.org/resource/Drake_Wuertz","175.26","81.648"
"http://dbpedia.org/resource/Dralístico","175.0","76.0"
"http://dbpedia.org/resource/Drew_Gulak","185.42","87.5448"
"http://dbpedia.org/resource/Drew_McDonald_(wrestler)","185.42","139.70644996"
"http://dbpedia.org/resource/Drew_McIntyre","195.57999999999998","120.204"
"http://dbpedia.org/resource/Drew_Parker","174.0","75.0"
"http://dbpedia.org/resource/Drone_(wrestler)","175.0","82.0"
"http://dbpedia.org/resource/Droz_(wrestler)","193.04","122.472"
"http://dbpedia.org/resource/Dru_Onyx","187.96","145.152"
"http://dbpedia.org/resource/Dudley_Dudley_(wrestler)","193.04","133.812"
"http://dbpedia.org/resource/Duke_Droese","198.12","138.348"
"http://dbpedia.org/resource/Duke_MacIsaac","190.5","111.132"
"http://dbpedia.org/resource/Dulce_Gardenia","178.0","81.0"
"http://dbpedia.org/resource/Dump_Matsumoto","163.0","91.0"
"http://dbpedia.org/resource/Dusty_Rhodes_(wrestler)","187.96","124.74"
"http://dbpedia.org/resource/Dusty_Wolfe","180.34","97.524"
"http://dbpedia.org/resource/Dutch_Mantel","182.88","102.06"
"http://dbpedia.org/resource/Dynamite_Kansai","173.0","93.0"
"http://dbpedia.org/resource/Dynamite_Kid","175.26","102.06"
"http://dbpedia.org/resource/Dzhamal_Otarsultanov","163.0","55.0"
"http://dbpedia.org/resource/Powerhouse_Hobbs","185.42","122.472"
"http://dbpedia.org/resource/Primo_Colón","177.8","95.256"
"http://dbpedia.org/resource/Prince_Iaukea","180.34","99.3384"
"http://dbpedia.org/resource/Prince_Nana","180.34","106.596"
"http://dbpedia.org/resource/Princesa_Blanca","174.0","62.0"
"http://dbpedia.org/resource/Princesa_Sugehit","155.0","55.0"
"http://dbpedia.org/resource/Principal_Richard_Pound","182.88","108.864"
"http://dbpedia.org/resource/Professor_Tanaka","180.34","127.008"
"http://dbpedia.org/resource/Psicosis","177.8","90.72"
"http://dbpedia.org/resource/Psicosis_II","175.0","85.0"
"http://dbpedia.org/resource/Psycho_(wrestler)","170.0","68.0"
"http://dbpedia.org/resource/Psycho_Clown","187.0","107.0"
"http://dbpedia.org/resource/Puma_King","172.0","92.0"
"http://dbpedia.org/resource/Punch_Tominaga","172.0","75.0"
"http://dbpedia.org/resource/Puntsagiin_Sükhbat","175.0","102.0"
"http://dbpedia.org/resource/Pólvora","172.0","85.0"
"http://dbpedia.org/resource/QT_Marshall","182.88","106.1424"
"http://dbpedia.org/resource/Quicksilver_(wrestler)","182.88","78.9264"
"http://dbpedia.org/resource/Quiet_Storm_(wrestler)","170.0","110.0"
"http://dbpedia.org/resource/Quinson_Valentino","190.5","106.596"
"http://dbpedia.org/resource/R-Truth","187.96","99.792"
"http://dbpedia.org/resource/S.D._Jones","185.42","117.936"
"http://dbpedia.org/resource/SB_Kento","170.0","81.0"
"http://dbpedia.org/resource/Sabu_(wrestler)","182.88","106.596"
"http://dbpedia.org/resource/Sachie_Abe","153.0","53.0"
"http://dbpedia.org/resource/Sadao_Kazama","174.0","80.0"
"http://dbpedia.org/resource/Saeid_Abdevali","170.0","70.0"
"http://dbpedia.org/resource/Sagat_(wrestler)","170.0","100.0"
"http://dbpedia.org/resource/Sage_Beckett","179.07","143.3376"
"http://dbpedia.org/resource/Sailor_Art_Thomas","198.12","120.204"
"http://dbpedia.org/resource/Saki_(wrestler)","163.0","58.0"
"http://dbpedia.org/resource/Saki_Akai","174.0","53.0"
"http://dbpedia.org/resource/Saki_Kashima","163.0","50.0"
"http://dbpedia.org/resource/Sakshi_Malik","162.0","58.0"
"http://dbpedia.org/resource/Sakura_Hirota","158.0","58.0"
"http://dbpedia.org/resource/Sal_Rinauro","175.26","83.916"
"http://dbpedia.org/resource/Salih_Bora","151.0","48.0"
"http://dbpedia.org/resource/Salina_de_la_Renta","172.72","63.9576"
"http://dbpedia.org/resource/Salman_Hashimikov","177.8","119.7504"
"http://dbpedia.org/resource/Salvatore_Bellomo","187.96","131.544"
"http://dbpedia.org/resource/Salvatore_Sincere","190.5","122.472"
"http://dbpedia.org/resource/Sam_Adonis","193.04","113.8536"
"http://dbpedia.org/resource/Sam_Houston_(wrestler)","185.42","102.9672"
"http://dbpedia.org/resource/Saman_Tahmasebi","180.0","85.0"
"http://dbpedia.org/resource/Sami_Callihan","175.26","95.256"
"http://dbpedia.org/resource/Sami_Zayn","185.42","96.1632"
"http://dbpedia.org/resource/Samir_Bouguerra","176.0","96.0"
"http://dbpedia.org/resource/Sammy_Guevara","177.8","88.452"
"http://dbpedia.org/resource/Samoa_Joe","187.96","127.9152"
"http://dbpedia.org/resource/Samoan_Joe","180.34","131.544"
"http://dbpedia.org/resource/Samu_(wrestler)","193.04","117.936"
"http://dbpedia.org/resource/Samvel_Manukyan","170.0","74.0"
"http://dbpedia.org/resource/Sanada_(wrestler)","182.0","100.0"
"http://dbpedia.org/resource/Sanasar_Oganisyan","180.0","90.0"
"http://dbpedia.org/resource/Sandeep_Kumar_(wrestler)","176.0","65.0"
"http://dbpedia.org/resource/Sangre_Azteca","175.0","87.0"
"http://dbpedia.org/resource/Sangre_Chicana","175.0","96.0"
"http://dbpedia.org/resource/Sanshiro_Takagi","175.0","95.0"
"http://dbpedia.org/resource/Sansón_(wrestler)","187.0","93.0"
"http://dbpedia.org/resource/Santana_Garrett","152.4","54.432"
"http://dbpedia.org/resource/Santino_Marella","182.88","105.6888"
"http://dbpedia.org/resource/Santos_Escobar","185.0","92.5344"
"http://dbpedia.org/resource/Saori_Anou","160.0","56.0"
"http://dbpedia.org/resource/Saori_Yoshida","157.0","53.0"
"http://dbpedia.org/resource/Sara_Del_Rey","175.26","68.04"
"http://dbpedia.org/resource/Sara_Lee_(wrestler)","167.64000000000001","56.7"
"http://dbpedia.org/resource/Sarah_Bäckman","172.72","80.7408"
"http://dbpedia.org/resource/Sarah_Logan","167.64000000000001","63.0504"
"http://dbpedia.org/resource/Sarah_Stock","165.1","56.7"
"http://dbpedia.org/resource/Sareee","158.0","60.0"
"http://dbpedia.org/resource/Sassy_Stephie","160.02","52.6176"
"http://dbpedia.org/resource/Satoru_Asako","172.72","91.6272"
"http://dbpedia.org/resource/Satoru_Sayama","172.72","89.8128"
"http://dbpedia.org/resource/Satoshi_Kojima","183.0","108.0"
"http://dbpedia.org/resource/Satsuki_Totoro","161.0","74.0"
"http://dbpedia.org/resource/Satyawart_Kadian","180.34","97.0"
"http://dbpedia.org/resource/Saurav_Gurjar","203.0","148.0"
"http://dbpedia.org/resource/Savio_Vega","180.34","117.936"
"http://dbpedia.org/resource/Savkuz_Dzarasov","182.0","108.0"
"http://dbpedia.org/resource/Sawako_Shimono","156.0","65.0"
"http://dbpedia.org/resource/Saxon_Huxley","190.5","97.524"
"http://dbpedia.org/resource/Saya_Iida","144.0","54.0"
"http://dbpedia.org/resource/Saya_Kamitani","168.0","58.0"
"http://dbpedia.org/resource/Sayaka_Obihiro","158.0","60.0"
"http://dbpedia.org/resource/Sayed_Abdelmoneim","170.0","60.0"
"http://dbpedia.org/resource/Sazhid_Sazhidov","177.0","84.0"
"http://dbpedia.org/resource/Scoot_Andrews","175.26","99.3384"
"http://dbpedia.org/resource/Scorpio_Jr.","174.0","98.0"
"http://dbpedia.org/resource/Scorpio_Sky","177.8","92.988"
"http://dbpedia.org/resource/Scott_Armstrong_(wrestler)","187.96","99.792"
"http://dbpedia.org/resource/Scott_Casey","182.88","114.7608"
"http://dbpedia.org/resource/Scott_D'Amore","175.26","114.7608"
"http://dbpedia.org/resource/Scott_Hall","200.66","130.1832"
"http://dbpedia.org/resource/Scott_Lost","172.72","83.916"
"http://dbpedia.org/resource/Scott_McGhee","185.42","109.7712"
"http://dbpedia.org/resource/Scott_Norton","190.5","163.296"
"http://dbpedia.org/resource/Scott_Putski","180.34","117.936"
"http://dbpedia.org/resource/Scott_Steiner","185.42","125.1936"
"http://dbpedia.org/resource/Scotty_2_Hotty","172.72","93.8952"
"http://dbpedia.org/resource/Scotty_Mac","175.26","86.6376"
"http://dbpedia.org/resource/Scotty_Riggs","182.88","113.8536"
"http://dbpedia.org/resource/Scotty_Summers","185.42","114.3072"
"http://dbpedia.org/resource/SeXXXy_Eddy","185.42","91.6272"
"http://dbpedia.org/resource/Sean_Casey_(wrestler)","177.8","94.8024"
"http://dbpedia.org/resource/Sean_Maluta","175.0","87.0"
"http://dbpedia.org/resource/Sean_O'Haire","198.12","122.472"
"http://dbpedia.org/resource/Sean_Waltman","185.42","96.1632"
"http://dbpedia.org/resource/Sebastian_Hackl","185.42","97.9776"
"http://dbpedia.org/resource/Seiji_Sakaguchi","196.0","130.0"
"http://dbpedia.org/resource/Seiki_Yoshioka","0.0","77.0"
"http://dbpedia.org/resource/Seiya_Morohashi","171.0","85.0"
"http://dbpedia.org/resource/Selim_Yaşar","180.0","86.0"
"http://dbpedia.org/resource/Selçuk_Çebi","170.0","74.0"
"http://dbpedia.org/resource/Sendai_Sachiko","154.0","58.0"
"http://dbpedia.org/resource/Sensei_(wrestler)","172.0","84.0"
"http://dbpedia.org/resource/Serena_Deeb","162.56","58.968"
"http://dbpedia.org/resource/Sergey_Kovalenko_(wrestler)","168.0","66.0"
"http://dbpedia.org/resource/Édouard_Carpentier","177.8","104.328"
"http://dbpedia.org/resource/Ömer_Çubukçu","168.0","66.0"
"http://dbpedia.org/resource/Último_Dragoncito","158.0","73.0"
